41.81085,55.22196,-10,-10
103.2334,106.259,34.19878,-10
135.4929,140.8455,69.09396,-10
73.69662,187.0167,99.74274,-10
70.4471,135.1952,134.3886,-10
51.92138,89.58084,94.55884,-10
19.93521,61.84351,70.62399,-10
-10,43.16078,42.30875,-10
100.852,81.47442,-10,31.81495
140.7387,126.4066,63.59401,82.69358
188.8215,179.2784,101.3397,103.7495
128.2522,242.8746,146.9417,134.0262
80.14951,176.3056,174.2282,89.57212
50.94025,126.7216,122.3586,69.40891
43.26751,80.73312,94.54096,47.58399
-10,62.84087,64.06435,17.32449
125.794,63.42821,-10,61.59623
179.6779,100.7832,86.67358,107.1434
238.4309,135.8161,139.7469,145.3036
189.1811,170.6057,183.4354,180.4304
135.4267,132.7972,247.092,126.778
87.26747,91.40097,186.1269,89.20912
56.64081,54.02223,123.7757,65.19332
-10,41.91833,84.81636,40.64844
96.73776,44.01056,-10,87.11205
132.1351,81.55222,76.81272,128.4019
165.8694,95.47663,100.7366,184.1754
134.5182,129.1644,130.9187,236.0312
102.9271,95.85318,170.5205,179.1647
45.53646,75.67044,126.6282,139.4071
41.08112,57.31251,91.28516,84.94529
-10,37.27547,54.37285,54.59796
70.85651,28.76152,-10,59.70152
103.0357,51.5217,46.27182,104.2395
130.7669,76.69923,79.11257,133.5757
100,100.7372,104.7459,169.1855
70.10832,75.2234,130.0452,131.8852
55.94491,60.16308,99.82141,91.46251
40.29552,31.09874,77.77657,56.65011
-10,25.86135,54.37679,37.2173
38.05184,23.56658,-10,42.67157
80.90887,46.41612,30.28329,80.31712
97.18294,60.79173,46.72606,104.752
75.57074,72.32779,80.37812,130.7675
60.10099,50.86293,98.6502,99.33338
35.15174,44.33688,78.46661,75.76122
21.75086,34.21212,58.66679,60.84681
-10,25.42104,34.80574,34.86349
41.97724,15.40355,-10,30.7036
59.93324,32.93279,29.24008,53.33517
76.89687,31.76144,46.41135,79.78332
55.305,47.47021,59.89697,100.3642
45.80462,42.47273,75.23409,72.24602
33.99508,35.41137,55.93023,59.24582
24.32901,22.38174,45.10195,37.02819
-10,17.21037,33.38584,24.84081
25.50039,4.257789,-10,22.13
32.73991,16.35142,19.08088,45.74892
53.61636,10.58622,31.15985,60.67924
42.90493,34.09569,33.69814,68.71726
32.27925,32.24139,49.09403,56.5128
24.86836,25.98259,42.41016,45.60483
16.2268,18.63434,32.7107,33.66478
-10,14.2436,24.6006,23.23168
17.5472,2.415913,-10,13.47035
10.53506,12.84341,8.809132,29.87922
33.24658,15.55558,17.6664,34.30783
31.84174,27.80397,12.38648,52.19125
26.00839,25.94347,37.67323,42.34635
19.79904,18.86659,31.48217,35.24091
14.50389,15.01278,25.69895,25.0118
-10,11.22236,19.55424,17.33767
6.319971,2.204999,-10,8.770943
16.99677,5.256498,5.52171,19.70337
28.5733,9.729318,12.89268,10.64672
26.28221,18.04113,14.59199,40.46307
19.46636,20.3833,29.35448,33.35541
14.26315,13.85951,24.94809,26.69839
10.72182,12.11445,20.23651,19.84439
-10,8.705526,15.06612,14.4696
5.565207,1.55954,-10,3.800476
12.79253,2.645603,2.871092,10.52427
20.26267,4.987394,7.089909,17.77308
19.4439,10.52998,13.68665,28.85788
14.04006,15.50988,18.31015,25.76645
12.25551,2.503466,19.0025,19.99796
9.156351,9.259948,15.8974,15.2531
-10,6.003925,12.22329,10.99121
2.602708,1.048644,-10,3.178289
6.618334,2.018973,1.928648,6.285899
10.74887,3.093931,4.401159,11.22356
15.38084,8.372313,6.380294,18.10958
2.496595,11.66552,13.33597,19.9226
9.516951,8.868093,15.67688,15.88877
7.071966,7.407422,2.326796,12.32494
-10,-4.451927,9.242803,8.879152
1.97994,0.07562046,-10,1.523584
4.529124,1.774399,1.325192,3.137887
7.695162,2.243802,2.590406,6.891431
10.94488,5.473883,5.267184,12.21897
8.657535,8.259681,8.410229,15.24951
7.490054,6.792039,11.57162,2.624471
-4.31961,5.982943,8.965227,9.596684
-10,4.481703,7.486197,6.963048
0.786645,-10,-10,0.2926345
3.177869,-10,0.2706131,2.142496
3.98873,-10,1.815953,5.393493
8.183411,-10,2.787101,7.806129
6.470254,-10,5.984848,11.04374
5.804746,-10,8.546886,9.065132
4.594096,-10,7.069418,7.600368
-10,-10,5.890956,-4.197697
